ID,gender,feduc,peducd,meduc,meducd,educ,educd,educsubj,score,salary9606,salary1,date1,salary2,date2,salary3,date3,salary4,date4,salary5,date5,salarynow,jobprotection,jobeduc,cpn2014
753,女,拒答,拒答,二專,公立,一般大學,私立一般大學,社會科學、商業及法律領域,64,0,15000,9604,,10002,,10006,15000,10208,,,15000,2,大學,1
755,女,一般大學,公立,高中,私立,一般大學,私立一般大學,社會科學、商業及法律領域,54,7500,7500,9807,,9809,18780,10103,25000,10110,,10207,22500,4,大學,1
761,男,國（初）中,,小學,公立,高職,,,,29000,29000,9701,24000,10103,34000,10204,,,,,35000,4,高中(職),1
766,女,國（初）中,,高中普通科,公立,技術學院或科技大學,私立科技大學,科學領域,,13000,9000,9303,,9306,13000,9608,17000,9610,拒答,10108,32000,4,高中(職),1
769,男,高中,私立,高中職業科,公立,五專,,,,22000,22000,10109,,10204,,,,,,,22000,1,國中以下,1
771,女,,,高中,私立,碩士,私立一般大學,工程、製造及營造領域,,0,,9996,22500,10009,28776,10103,,10106,,10209,28776,3,專科,1
775,男,一般大學,私立,一般大學,私立,一般大學,公立一般大學,工程、製造及營造領域,62,50000,50000,10006,45000,10301,,,,,,,45000,5,專科,1
776,女,高職,公立,小學,公立,技術學院或科技大學,私立科技大學,服務領域,,12000,12000,9607,,9609,10000,9901,,10001,7500,10006,28000,2,專科,1
777,女,高中,,國（初）中,,一般大學,私立一般大學,人文及藝術領域,,34000,34000,10209,,,,,,,,,34000,5,高中(職),1
778,女,小學,,小學,,技術學院或科技大學,公立技職學院,科學領域,,9000,9000,9701,,9906,30000,10008,25000,10103,,,29000,4,專科,1
782,女,高職,,高職,,技術學院或科技大學,公立科技大學,人文及藝術領域,,28000,28000,10009,,,,,,,,,36000,5,大學,1
783,男,國（初）中,,小學,,碩士,公立一般大學,工程、製造及營造領域,58,50000,50000,10210,,,,,,,,,50000,4,碩士,1
784,男,其他,,國（初）中,不合理值,高職,,,,25000,25000,9708,22000,10110,28000,10205,27000,10210,,,27000,4,國中以下,1
786,男,國（初）中,公立,小學,公立,技術學院或科技大學,私立科技大學,科學領域,,19200,10560,9409,,9506,19200,9607,,9808,14000,9811,30000,4,高中(職),1
793,女,,,國（初）中,,一般大學,公立一般大學,醫藥衛生及社福領域,,24000,24000,10007,26000,10103,26000,10304,,,,,26000,3,大學,1
796,男,國（初）中,公立,高職,私立,技術學院或科技大學,私立科技大學,科學領域,,18000,18000,9707,,10006,,10105,25000,10109,,,28000,4,大學,1
801,女,,,,,碩士,公立一般大學,工程、製造及營造領域,,10000,10000,9707,,9709,,10209,40000,10306,,,40000,3,大學,1
802,男,小學,,國（初）中,公立,高職,,,,28000,25000,9507,28000,9607,19000,9704,,9812,34000,9901,43000,5,專科,1
807,女,二專,公立,高職,公立,一般大學,私立一般大學,醫藥衛生及社福領域,,0,,10006,32000,10103,,,,,,,35000,4,大學,1
809,女,其他,公立,小學,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,14000,14000,10008,25000,10104,,10204,25000,10208,21000,10303,25000,2,大學,1
810,男,,,,,碩士,公立科技大學,農學領域,,0,,,,,,,,,,,,,,1
813,女,,,小學,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,0,,9407,,9609,6000,9612,19000,10008,,,25000,2,高中(職),1
814,女,國（初）中,,小學,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,8500,8500,9804,21000,10007,32000,10107,,,,,32000,3,大學,1
817,女,,,,,二專,私立科技大學,社會科學、商業及法律領域,,0,,9606,19000,10105,,,,,,,20000,3,高中(職),1
818,男,碩士,,一般大學,公立,碩士,公立一般大學,工程、製造及營造領域,65,0,,,,,,,,,,,,,,1
819,男,高職,私立,高職,私立,碩士,公立一般大學,工程、製造及營造領域,,9000,9000,9702,6000,10009,,10302,,,,,6000,2,碩士,1
822,男,一般大學,私立,一般大學,私立,一般大學,私立一般大學,工程、製造及營造領域,44,24000,24000,10202,32000,10301,25000,10304,,,,,25000,4,大學,1
823,男,高中普通科,公立,高中普通科,公立,碩士,私立一般大學,服務領域,53,0,,,,,,,,,,,,,,1
830,男,碩士,私立,一般大學,私立,一般大學,私立一般大學,社會科學、商業及法律領域,56,11000,11000,9607,,9609,,10006,,10009,44000,10109,45000,5,大學,1
832,男,高中普通科,公立,高職,私立,技術學院或科技大學,私立技職學院,服務領域,,11200,11200,9902,12000,9911,,10002,16800,10009,16800,10103,35000,2,高中(職),1
839,男,碩士,私立,二專,,碩士,公立一般大學,科學領域,35,20075,20075,10212,,,,,,,,,20075,3,大學,1
842,女,一般大學,私立,一般大學,私立,一般大學,私立一般大學,工程、製造及營造領域,50,0,8880,9407,,9409,,10107,,,,,10000,3,國中以下,1
844,男,國（初）中,,國（初）中,,一般大學,私立一般大學,科學領域,54,23000,23000,10202,,,,,,,,,25000,4,高中(職),1
845,女,高職,公立,高職,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,25000,25000,10007,20000,10305,,,,,,,20000,4,專科,1
850,女,國（初）中,,高職,,技術學院或科技大學,私立科技大學,科學領域,,10272,5280,9306,9600,9408,15360,9602,10272,9610,10560,10005,32000,4,專科,1
855,女,一般大學,私立,一般大學,私立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,0,,9707,,9806,23000,9809,,9901,,9909,45000,4,專科,1
863,男,高中職業科,私立,高中職業科,私立,碩士,公立一般大學,工程、製造及營造領域,57,22000,22000,9706,,9708,28000,9906,,9909,22000,10006,34000,5,大學,1
871,男,一般大學,私立,一般大學,公立,碩士,公立一般大學,人文及藝術領域,60,32000,32000,10104,28000,10107,,10207,30000,10304,,,30000,3,大學,1
873,男,國（初）中,公立,國（初）中,,技術學院或科技大學,私立技職學院,科學領域,,10000,10000,10203,,10208,30000,10307,,,,,30000,4,大學,1
874,女,國（初）中,公立,高職,公立,高職,,,,0,13500,9496,8000,9596,,9696,,9796,50000,10096,65000,5,高中(職),1
876,男,高中,,高中,,技術學院或科技大學,私立科技大學,科學領域,,18000,18000,9607,,9609,15000,9707,,9810,,10006,26000,4,大學,1
877,男,國（初）中,,小學,,碩士,公立科技大學,工程、製造及營造領域,,20000,20000,9507,,9508,20000,9607,,9608,9600,9710,20075,4,碩士,1
880,女,國（初）中,,高職,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,33,20000,20000,9707,,9709,20000,9807,,9809,19000,10001,25500,4,大學,1
881,女,高職,公立,高職,私立,碩士,公立一般大學,科學領域,50,8000,8000,9607,,9609,,10306,,,,,8000,1,國中以下,1
884,女,高職,私立,小學,,技術學院或科技大學,私立科技大學,人文及藝術領域,,21000,12000,9309,21000,9809,,,,,,,35000,4,專科,1
888,男,碩士,公立,,,碩士,公立一般大學,工程、製造及營造領域,68,0,,,,,,,,,,,,,,1
891,男,高職,,高職,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,23000,23000,10008,25000,10203,,,,,,,25000,3,專科,1
893,女,碩士,,一般大學,私立,一般大學,私立一般大學,社會科學、商業及法律領域,52,32000,32000,10007,,,,,,,,,39000,4,大學,1
898,女,高職,公立,二專,私立,一般大學,私立一般大學,社會科學、商業及法律領域,,31000,31000,10007,,,,,,,,,50000,4,大學,1
902,男,高職,公立,高職,公立,碩士,公立一般大學,科學領域,54,38000,38000,10207,,10211,32000,10303,35800,10305,,,46000,5,大學,1
905,男,一般大學,公立,一般大學,私立,技術學院或科技大學,私立科技大學,科學領域,,29400,29400,10203,,,,,,,,,31800,5,大學,1
908,女,五專,公立,五專,公立,一般大學,私立一般大學,醫藥衛生及社福領域,,9600,9600,9801,,9902,30000,10007,,,,,38000,4,大學,1
911,男,高職,私立,高職,私立,技術學院或科技大學,私立科技大學,服務領域,,20000,20000,10111,,,,,,,,,20000,4,高中(職),1
913,男,國（初）中,,國（初）中,,一般大學,私立一般大學,人文及藝術領域,54,9000,9000,9907,,10007,,10012,28000,10202,28000,10204,28000,4,高中(職),1
924,女,小學,,五專,私立,一般大學,私立一般大學,科學領域,48,3200,3200,9607,,9609,9000,9912,45000,10006,,,47500,4,專科,1
929,女,高中,,技術學院或科技大學,私立,一般大學,私立一般大學,醫藥衛生及社福領域,,40000,40000,10007,35000,10111,,,,,,,40000,2,專科,1
931,男,一般大學,私立,技術學院或科技大學,公立,一般大學,私立一般大學,教育領域,35,45000,45000,9707,,9709,43000,10206,,,,,43000,4,大學,1
940,女,高中,,高中,公立,高職,,,,12000,12000,9606,,9707,15000,9710,25000,10111,,,25000,4,高中(職),1
945,女,三專,公立,其他,公立,一般大學,私立一般大學,人文及藝術領域,,0,,10202,,10205,,,,,,,,1,大學,1
958,男,小學,,國（初）中,,技術學院或科技大學,公立科技大學,人文及藝術領域,,29000,29000,10206,,,,,,,,,30000,4,大學,1
962,男,五專,公立,高中,,一般大學,私立一般大學,工程、製造及營造領域,50,24000,24000,9807,,9809,28000,9903,,10006,,10106,32000,4,專科,1
975,男,高職,,一般大學,私立,技術學院或科技大學,私立科技大學,人文及藝術領域,,18000,18000,9609,,9712,,10006,,10012,25000,10112,40000,4,大學,1
976,女,高中職業科,私立,高中職業科,,高職,,,,16000,16000,9312,16000,9701,16000,9902,18000,10103,26000,10204,26000,5,高中(職),1
985,女,高中職業科,私立,國（初）中,公立,技術學院或科技大學,私立技職學院,服務領域,,28000,28000,9606,,9809,25000,10006,25000,10206,,,30000,4,高中(職),1
994,女,小學,公立,小學,公立,高中,,,,18000,18000,9707,20000,9906,,10105,20000,10110,19000,10204,19000,2,大學,1
995,男,高中,,高中,,高職,,,,25000,25000,9706,,9904,30000,10004,,,,,30000,4,國中以下,1
998,女,國（初）中,公立,國（初）中,公立,五專,,,,37000,37000,9808,38000,9811,,,,,,,40000,4,專科,1
1006,女,一般大學,私立,高職,私立,碩士,私立一般大學,社會科學、商業及法律領域,,9000,9000,9607,,9609,,,,,,,9000,4,高中(職),1
1007,女,,,高中職業科,公立,技術學院或科技大學,私立科技大學,農學領域,,23000,23000,10010,20000,10208,,,,,,,20000,4,專科,1
1010,女,高職,私立,五專,公立,一般大學,私立一般大學,社會科學、商業及法律領域,,0,,10008,25000,10108,,10211,32000,10303,,,34000,4,大學,1
1012,女,三專,私立,國（初）中,公立,碩士,公立一般大學,社會科學、商業及法律領域,48,8000,8000,9611,,9707,12000,10006,,10107,,,9000,3,大學,1
1013,女,軍警官學校,公立,高職,,一般大學,私立一般大學,人文及藝術領域,40,0,,10207,,10209,25000,10307,,,,,25000,4,高中(職),1
1018,男,高中職業科,私立,高中普通科,,碩士,公立科技大學,工程、製造及營造領域,,15000,15000,9807,,9809,15000,9907,,9909,20000,10210,20000,2,博士,1
1020,女,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,服務領域,,12000,12000,9607,12000,9612,12000,9803,22000,9812,,10002,60000,4,國中以下,1
1025,女,碩士,私立,,,碩士,公立一般大學,工程、製造及營造領域,72,45000,45000,10210,,,,,,,,,45000,4,大學,1
1031,女,,,五專,公立,五專,,,,37000,37000,10006,,,,,,,,,38500,4,專科,1
1034,男,高中普通科,,高中普通科,,一般大學,私立一般大學,工程、製造及營造領域,,7000,7000,10109,23000,10204,,,,,,,23000,4,高中(職),1
1040,男,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立技職學院,醫藥衛生及社福領域,,3000,3000,9708,,9906,22000,10009,,10011,,10110,39100,4,大學,1
1043,女,高職,,高職,,一般大學,私立一般大學,社會科學、商業及法律領域,45,25000,25000,10006,21000,10010,25000,10103,25000,10206,34000,10308,34000,4,專科,1
1045,男,五專,,一般大學,私立,碩士,公立一般大學,科學領域,63,40000,40000,10305,,,,,,,,,40000,2,大學,1
1046,女,高職,,高職,公立,一般大學,私立一般大學,社會科學、商業及法律領域,,23000,23000,10006,,10209,,,,,,,25200,4,高中(職),1
1050,男,高中,,小學,,技術學院或科技大學,私立科技大學,服務領域,,22000,8800,9509,22000,9608,,10101,40000,10203,,,50000,4,專科,1
1056,女,一般大學,公立,碩士,私立,碩士,私立一般大學,醫藥衛生及社福領域,,38000,38000,10302,,,,,,,,,38000,4,大學,1
1059,男,其他,,其他,,高職,,,,0,7000,9307,,9401,8000,9507,,9609,32000,9809,40000,4,國中以下,1
1062,男,高職,私立,高職,私立,一般大學,公立一般大學,教育領域,63,0,,10108,,10204,,10303,,,,,,5,大學,1
1066,男,小學,,小學,,博士,公立一般大學,工程、製造及營造領域,59,2000,2000,10011,,,,,,,,,10000,4,大學,1
1074,男,小學,公立,國（初）中,公立,一般大學,公立一般大學,工程、製造及營造領域,42,6000,6000,9607,,9608,,10007,,10110,30000,10209,30000,4,國中以下,1
1076,女,,,五專,,一般大學,私立一般大學,人文及藝術領域,,7000,7000,9606,,9609,4500,9707,4000,9709,,9907,30000,4,高中(職),1
1078,男,高職,私立,國（初）中,公立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,22000,22000,9607,,9609,,10008,25000,10109,,,27000,4,專科,1
1083,男,高中普通科,,國（初）中,,碩士,公立科技大學,工程、製造及營造領域,,27000,27000,9806,,9809,,,,,,,27000,4,高中(職),1
1088,男,高職,公立,國（初）中,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,15000,8800,9409,15000,9608,,10203,38000,10303,,,38000,4,大學,1
1096,女,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,0,,9307,,9309,0,9407,,9409,遺漏值,9507,22500,4,高中(職),1
1098,女,小學,,,,一般大學,私立一般大學,社會科學、商業及法律領域,50,21000,21000,9707,,9709,,9801,,9809,,10107,21000,2,高中(職),1
1100,女,二專,,二專,,一般大學,公立一般大學,人文及藝術領域,57,26000,26000,10008,,10009,22000,10209,,,,,24000,4,專科,1
1106,男,高職,私立,國（初）中,公立,高職,,,,26500,6840,9407,11400,9503,26500,9607,25000,10204,,,30000,4,高中(職),1
1111,男,高職,公立,高中職業科,公立,技術學院或科技大學,私立技職學院,科學領域,,20000,20000,10206,,,,,,,,,20000,3,高中(職),1
1118,女,高職,私立,高職,私立,一般大學,私立一般大學,教育領域,51,30600,30600,10008,,10107,,,,,,,30600,4,大學,1
1119,女,國（初）中,公立,小學,,碩士,私立一般大學,科學領域,,12000,12000,9707,,9709,12000,9801,,9802,12000,9807,12000,3,高中(職),1
1120,男,高職,,國（初）中,公立,一般大學,私立一般大學,服務領域,,23000,23000,10203,,,,,,,,,,4,專科,1
1124,女,高中,公立,高職,私立,一般大學,私立技職學院,醫藥衛生及社福領域,50,30000,12000,9605,30000,9607,,9610,31000,10009,,,34000,4,大學,1
1128,男,二專,私立,高職,公立,技術學院或科技大學,私立科技大學,服務領域,,12000,12000,9606,25000,10011,40000,10302,40000,10308,,,40000,4,大學,1
1129,女,五專,,高職,,碩士,私立一般大學,人文及藝術領域,45,25000,25000,10002,,10008,,10109,,10301,,,25000,2,大學,1
1138,女,高中普通科,公立,小學,不合理值,一般大學,私立一般大學,科學領域,,30000,30000,10107,,10303,30000,10308,,,,,30000,4,專科,1
1139,男,小學,公立,,,國中,,,,0,17000,9405,,9704,20000,9806,26000,10007,,,26000,2,高中(職),1
